Race,Men Basketball 0,Men Baseball 0,Men CC/Track 0,Men Football 2,Men Other 0,School,Sport Category,Men Football 0,Men Other 1,Men Football 1,Men Other 2,Men Basketball 1,Men CC/Track 1,Men Baseball 1,Men Football 4,Men Other 4,Men CC/Track 3,Men Other 9,Men Football 3,Men Baseball 2,Men Baseball 7,Men Other 7
,,,,,,The University of Tulsa,Men,,,,,,,,,,,,,,,
Two or More,0,0,1,,2,The University of Tulsa,Men,,,,,,,,1,,,,,,,
,,,,,,The University of Tulsa,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,The University of Tulsa,Men,,,,,,,,1,,,,,,,
,,,,,,The University of Tulsa,Men,,,,,,,,,,,,,,,
White,2,0,14,,22,The University of Tulsa,Men,,,,,,,,42,,,,,,,
,,,,,,The University of Tulsa,Men,,,,,,,,,,,,,,,
Total,15,0,25,,40,The University of Tulsa,Men,,,,,,,,90,,,,,,,
,,,,,,Towson University,Men,,,,,,,,,,,,,,,
Asian,1,1,0,,0,Towson University,Men,0,,,,,,,,,,,,,,
,,,,,,Towson University,Men,,,,,,,,,,,,,,,
Black,9,0,0,,1,Towson University,Men,39,,,,,,,,,,,,,,
,,,,,,Towson University,Men,,,,,,,,,,,,,,,
Hispanic,0,0,0,,0,Towson University,Men,2,,,,,,,,,,,,,,
,,,,,,Towson University,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,Towson University,Men,0,,,,,,,,,,,,,,
,,,,,,Towson University,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,3,Towson University,Men,0,,,,,,,,,,,,,,
,,,,,,Towson University,Men,,,,,,,,,,,,,,,
Two or More,2,1,0,,2,Towson University,Men,5,,,,,,,,,,,,,,
,,,,,,Towson University,Men,,,,,,,,,,,,,,,
Unknown,1,2,0,,3,Towson University,Men,6,,,,,,,,,,,,,,
,,,,,,Towson University,Men,,,,,,,,,,,,,,,
White,0,17,0,,59,Towson University,Men,17,,,,,,,,,,,,,,
,,,,,,Towson University,Men,,,,,,,,,,,,,,,
Total,13,21,0,,68,Towson University,Men,69,,,,,,,,,,,,,,
,,,,,,Troy University,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,Troy University,Men,0,,,,,,,,,,,,,,
,,,,,,Troy University,Men,,,,,,,,,,,,,,,
Black,9,1,12,,0,Troy University,Men,61,,,,,,,,,,,,,,
,,,,,,Troy University,Men,,,,,,,,,,,,,,,
Hispanic,0,1,0,,1,Troy University,Men,0,,,,,,,,,,,,,,
,,,,,,Troy University,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,Troy University,Men,0,,,,,,,,,,,,,,
,,,,,,Troy University,Men,,,,,,,,,,,,,,,
N-R Alien,1,1,2,,7,Troy University,Men,0,,,,,,,,,,,,,,
,,,,,,Troy University,Men,,,,,,,,,,,,,,,
Two or More,0,0,1,,0,Troy University,Men,0,,,,,,,,,,,,,,
,,,,,,Troy University,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,3,Troy University,Men,2,,,,,,,,,,,,,,
,,,,,,Troy University,Men,,,,,,,,,,,,,,,
White,3,23,12,,9,Troy University,Men,34,,,,,,,,,,,,,,
,,,,,,Troy University,Men,,,,,,,,,,,,,,,
Total,13,26,27,,20,Troy University,Men,97,,,,,,,,,,,,,,
,,,,,,Tulane University,Men,,,,,,,,,,,,,,,
Asian,,0,0,,1,Tulane University,Men,1,,,,0,,,,,,,,,,
,,,,,,Tulane University,Men,,,,,,,,,,,,,,,
Black,,1,0,,0,Tulane University,Men,46,,,,7,,,,,,,,,,
,,,,,,Tulane University,Men,,,,,,,,,,,,,,,
Hispanic,,2,0,,0,Tulane University,Men,4,,,,1,,,,,,,,,,
,,,,,,Tulane University,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,,0,0,,0,Tulane University,Men,0,,,,0,,,,,,,,,,
,,,,,,Tulane University,Men,,,,,,,,,,,,,,,
N-R Alien,,0,1,,1,Tulane University,Men,1,,,,1,,,,,,,,,,
,,,,,,Tulane University,Men,,,,,,,,,,,,,,,
Two or More,,0,0,,0,Tulane University,Men,8,,,,0,,,,,,,,,,
,,,,,,Tulane University,Men,,,,,,,,,,,,,,,
Unknown,,0,0,,0,Tulane University,Men,0,,,,0,,,,,,,,,,
,,,,,,Tulane University,Men,,,,,,,,,,,,,,,
White,,16,3,,6,Tulane University,Men,24,,,,3,,,,,,,,,,
,,,,,,Tulane University,Men,,,,,,,,,,,,,,,
Total,,19,4,,8,Tulane University,Men,84,,,,13,,,,,,,,,,
,,,,,,U.S. Air Force Academy,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,U.S. Air Force Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Air Force Academy,Men,,,,,,,,,,,,,,,
Black,0,0,0,,0,U.S. Air Force Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Air Force Academy,Men,,,,,,,,,,,,,,,
Hispanic,0,0,0,,0,U.S. Air Force Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Air Force Academy,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,U.S. Air Force Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Air Force Academy,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,0,U.S. Air Force Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Air Force Academy,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,0,U.S. Air Force Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Air Force Academy,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,U.S. Air Force Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Air Force Academy,Men,,,,,,,,,,,,,,,
White,0,0,0,,0,U.S. Air Force Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Air Force Academy,Men,,,,,,,,,,,,,,,
Total,0,0,0,,0,U.S. Air Force Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Military Academy,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,U.S. Military Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Military Academy,Men,,,,,,,,,,,,,,,
Black,0,0,0,,0,U.S. Military Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Military Academy,Men,,,,,,,,,,,,,,,
Hispanic,0,0,0,,0,U.S. Military Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Military Academy,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,U.S. Military Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Military Academy,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,0,U.S. Military Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Military Academy,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,0,U.S. Military Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Military Academy,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,U.S. Military Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Military Academy,Men,,,,,,,,,,,,,,,
White,0,0,0,,0,U.S. Military Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Military Academy,Men,,,,,,,,,,,,,,,
Total,0,0,0,,0,U.S. Military Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Naval Academy,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,U.S. Naval Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Naval Academy,Men,,,,,,,,,,,,,,,
Black,0,0,0,,0,U.S. Naval Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Naval Academy,Men,,,,,,,,,,,,,,,
Hispanic,0,0,0,,0,U.S. Naval Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Naval Academy,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,U.S. Naval Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Naval Academy,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,0,U.S. Naval Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Naval Academy,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,0,U.S. Naval Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Naval Academy,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,U.S. Naval Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Naval Academy,Men,,,,,,,,,,,,,,,
White,0,0,0,,0,U.S. Naval Academy,Men,0,,,,,,,,,,,,,,
,,,,,,U.S. Naval Academy,Men,,,,,,,,,,,,,,,
Total,0,0,0,,0,U.S. Naval Academy,Men,0,,,,,,,,,,,,,,
,,,,,,University at Albany,Men,,,,,,,,,,,,,,,
Asian,0,0,,,,University at Albany,Men,0,,,,,0,,,0,,,,,,
,,,,,,University at Albany,Men,,,,,,,,,,,,,,,
Black,6,0,,,,University at Albany,Men,40,,,,,28,,,1,,,,,,
,,,,,,University at Albany,Men,,,,,,,,,,,,,,,
Hispanic,0,2,,,,University at Albany,Men,6,,,,,8,,,5,,,,,,
,,,,,,University at Albany,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,,,,University at Albany,Men,0,,,,,1,,,0,,,,,,
,,,,,,University at Albany,Men,,,,,,,,,,,,,,,
N-R Alien,6,0,,,,University at Albany,Men,0,,,,,1,,,12,,,,,,
,,,,,,University at Albany,Men,,,,,,,,,,,,,,,
Two or More,0,0,,,,University at Albany,Men,10,,,,,0,,,0,,,,,,
,,,,,,University at Albany,Men,,,,,,,,,,,,,,,
Unknown,0,3,,,,University at Albany,Men,4,,,,,0,,,4,,,,,,
,,,,,,University at Albany,Men,,,,,,,,,,,,,,,
White,3,26,,,,University at Albany,Men,44,,,,,23,,,47,,,,,,
,,,,,,University at Albany,Men,,,,,,,,,,,,,,,
Total,15,31,,,,University at Albany,Men,104,,,,,62,,,73,,,,,,
,,,,,,University at Buffalo the State University of New York,Men,,,,,,,,,,,,,,,
Asian,0,0,,,4,University at Buffalo the State University of New York,Men,0,,,,,0,,,,,,,,,
,,,,,,University at Buffalo the State University of New York,Men,,,,,,,,,,,,,,,
Black,12,0,,,5,University at Buffalo the State University of New York,Men,50,,,,,11,,,,,,,,,
,,,,,,University at Buffalo the State University of New York,Men,,,,,,,,,,,,,,,
Hispanic,0,3,,,5,University at Buffalo the State University of New York,Men,2,,,,,3,,,,,,,,,
,,,,,,University at Buffalo the State University of New York,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,,,0,University at Buffalo the State University of New York,Men,0,,,,,0,,,,,,,,,
,,,,,,University at Buffalo the State University of New York,Men,,,,,,,,,,,,,,,
N-R Alien,0,1,,,16,University at Buffalo the State University of New York,Men,3,,,,,0,,,,,,,,,
,,,,,,University at Buffalo the State University of New York,Men,,,,,,,,,,,,,,,
Two or More,0,0,,,0,University at Buffalo the State University of New York,Men,0,,,,,0,,,,,,,,,
,,,,,,University at Buffalo the State University of New York,Men,,,,,,,,,,,,,,,
Unknown,0,0,,,0,University at Buffalo the State University of New York,Men,0,,,,,0,,,,,,,,,
,,,,,,University at Buffalo the State University of New York,Men,,,,,,,,,,,,,,,
White,3,26,,,56,University at Buffalo the State University of New York,Men,49,,,,,33,,,,,,,,,
,,,,,,University at Buffalo the State University of New York,Men,,,,,,,,,,,,,,,
Total,15,30,,,86,University at Buffalo the State University of New York,Men,104,,,,,48,,,,,,,,,
,,,,,,University of Akron,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,University of Akron,Men,0,,,,,,,,,,,,,,
,,,,,,University of Akron,Men,,,,,,,,,,,,,,,
Black,9,1,12,,1,University of Akron,Men,51,,,,,,,,,,,,,,
,,,,,,University of Akron,Men,,,,,,,,,,,,,,,
Hispanic,1,1,1,,4,University of Akron,Men,0,,,,,,,,,,,,,,
,,,,,,University of Akron,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of Akron,Men,0,,,,,,,,,,,,,,
,,,,,,University of Akron,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,1,,7,University of Akron,Men,1,,,,,,,,,,,,,,
,,,,,,University of Akron,Men,,,,,,,,,,,,,,,
Two or More,0,0,1,,0,University of Akron,Men,4,,,,,,,,,,,,,,
,,,,,,University of Akron,Men,,,,,,,,,,,,,,,
Unknown,1,1,1,,1,University of Akron,Men,1,,,,,,,,,,,,,,
,,,,,,University of Akron,Men,,,,,,,,,,,,,,,
White,2,23,22,,20,University of Akron,Men,28,,,,,,,,,,,,,,
,,,,,,University of Akron,Men,,,,,,,,,,,,,,,
Total,13,26,38,,33,University of Akron,Men,85,,,,,,,,,,,,,,
,,,,,,University of Alabama,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,,University of Alabama,Men,1,1,,,,,,,,,,,,,
,,,,,,University of Alabama,Men,,,,,,,,,,,,,,,
Black,9,0,9,,,University of Alabama,Men,67,0,,,,,,,,,,,,,
,,,,,,University of Alabama,Men,,,,,,,,,,,,,,,
Hispanic,0,0,0,,,University of Alabama,Men,0,2,,,,,,,,,,,,,
,,,,,,University of Alabama,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,,University of Alabama,Men,0,1,,,,,,,,,,,,,
,,,,,,University of Alabama,Men,,,,,,,,,,,,,,,
N-R Alien,3,0,5,,,University of Alabama,Men,1,13,,,,,,,,,,,,,
,,,,,,University of Alabama,Men,,,,,,,,,,,,,,,
Two or More,1,0,0,,,University of Alabama,Men,1,0,,,,,,,,,,,,,
,,,,,,University of Alabama,Men,,,,,,,,,,,,,,,
Unknown,0,1,0,,,University of Alabama,Men,1,0,,,,,,,,,,,,,
,,,,,,University of Alabama,Men,,,,,,,,,,,,,,,
White,0,29,11,,,University of Alabama,Men,24,32,,,,,,,,,,,,,
,,,,,,University of Alabama,Men,,,,,,,,,,,,,,,
Total,13,30,25,,,University of Alabama,Men,95,50,,,,,,,,,,,,,
,,,,,,University of Alabama at Birmingham,Men,,,,,,,,,,,,,,,
Asian,0,1,0,,1,University of Alabama at Birmingham,Men,0,,,,,,,,,,,,,,
,,,,,,University of Alabama at Birmingham,Men,,,,,,,,,,,,,,,
Black,10,0,0,,7,University of Alabama at Birmingham,Men,63,,,,,,,,,,,,,,
,,,,,,University of Alabama at Birmingham,Men,,,,,,,,,,,,,,,
Hispanic,0,1,0,,1,University of Alabama at Birmingham,Men,0,,,,,,,,,,,,,,
,,,,,,University of Alabama at Birmingham,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of Alabama at Birmingham,Men,0,,,,,,,,,,,,,,
,,,,,,University of Alabama at Birmingham,Men,,,,,,,,,,,,,,,
N-R Alien,2,0,0,,18,University of Alabama at Birmingham,Men,0,,,,,,,,,,,,,,
,,,,,,University of Alabama at Birmingham,Men,,,,,,,,,,,,,,,
Two or More,0,1,0,,0,University of Alabama at Birmingham,Men,0,,,,,,,,,,,,,,
,,,,,,University of Alabama at Birmingham,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of Alabama at Birmingham,Men,0,,,,,,,,,,,,,,
,,,,,,University of Alabama at Birmingham,Men,,,,,,,,,,,,,,,
White,2,24,0,,13,University of Alabama at Birmingham,Men,23,,,,,,,,,,,,,,
,,,,,,University of Alabama at Birmingham,Men,,,,,,,,,,,,,,,
Total,14,27,0,,40,University of Alabama at Birmingham,Men,86,,,,,,,,,,,,,,
,,,,,,University of Arizona,Men,,,,,,,,,,,,,,,
Asian,,,,,0,University of Arizona,Men,,,,,0,1,0,,,,,2,,,
,,,,,,University of Arizona,Men,,,,,,,,,,,,,,,
Black,,,,,1,University of Arizona,Men,,,,,6,5,2,,,,,54,,,
,,,,,,University of Arizona,Men,,,,,,,,,,,,,,,
Hispanic,,,,,4,University of Arizona,Men,,,,,0,0,2,,,,,4,,,
,,,,,,University of Arizona,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,,,,,0,University of Arizona,Men,,,,,0,0,0,,,,,7,,,
,,,,,,University of Arizona,Men,,,,,,,,,,,,,,,
N-R Alien,,,,,12,University of Arizona,Men,,,,,0,6,0,,,,,1,,,
,,,,,,University of Arizona,Men,,,,,,,,,,,,,,,
Two or More,,,,,0,University of Arizona,Men,,,,,0,0,0,,,,,0,,,
,,,,,,University of Arizona,Men,,,,,,,,,,,,,,,
Unknown,,,,,0,University of Arizona,Men,,,,,0,0,0,,,,,0,,,
,,,,,,University of Arizona,Men,,,,,,,,,,,,,,,
White,,,,,25,University of Arizona,Men,,,,,4,6,19,,,,,25,,,
,,,,,,University of Arizona,Men,,,,,,,,,,,,,,,
Total,,,,,42,University of Arizona,Men,,,,,11,19,24,,,,,96,,,
,,,,,,University of Arkansas Fayetteville,Men,,,,,,,,,,,,,,,
Asian,0,0,,,0,University of Arkansas Fayetteville,Men,0,,,,,0,,,,,,,,,
,,,,,,University of Arkansas Fayetteville,Men,,,,,,,,,,,,,,,
Black,11,0,,,0,University of Arkansas Fayetteville,Men,55,,,,,6,,,,,,,,,
,,,,,,University of Arkansas Fayetteville,Men,,,,,,,,,,,,,,,
Hispanic,0,2,,,2,University of Arkansas Fayetteville,Men,3,,,,,0,,,,,,,,,
,,,,,,University of Arkansas Fayetteville,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,,,0,University of Arkansas Fayetteville,Men,1,,,,,0,,,,,,,,,
,,,,,,University of Arkansas Fayetteville,Men,,,,,,,,,,,,,,,
N-R Alien,1,0,,,9,University of Arkansas Fayetteville,Men,2,,,,,7,,,,,,,,,
,,,,,,University of Arkansas Fayetteville,Men,,,,,,,,,,,,,,,
Two or More,1,2,,,0,University of Arkansas Fayetteville,Men,6,,,,,1,,,,,,,,,
,,,,,,University of Arkansas Fayetteville,Men,,,,,,,,,,,,,,,
Unknown,0,0,,,0,University of Arkansas Fayetteville,Men,0,,,,,0,,,,,,,,,
,,,,,,University of Arkansas Fayetteville,Men,,,,,,,,,,,,,,,
White,0,23,,,9,University of Arkansas Fayetteville,Men,24,,,,,10,,,,,,,,,
,,,,,,University of Arkansas Fayetteville,Men,,,,,,,,,,,,,,,
Total,13,27,,,20,University of Arkansas Fayetteville,Men,91,,,,,25,,,,,,,,,
,,,,,,University of Arkansas Pine Bluff,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,University of Arkansas Pine Bluff,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas Pine Bluff,Men,,,,,,,,,,,,,,,
Black,10,2,4,,1,University of Arkansas Pine Bluff,Men,50,,,,,,,,,,,,,,
,,,,,,University of Arkansas Pine Bluff,Men,,,,,,,,,,,,,,,
Hispanic,0,8,2,,0,University of Arkansas Pine Bluff,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas Pine Bluff,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of Arkansas Pine Bluff,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas Pine Bluff,Men,,,,,,,,,,,,,,,
N-R Alien,0,1,2,,5,University of Arkansas Pine Bluff,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas Pine Bluff,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,0,University of Arkansas Pine Bluff,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas Pine Bluff,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of Arkansas Pine Bluff,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas Pine Bluff,Men,,,,,,,,,,,,,,,
White,1,9,0,,0,University of Arkansas Pine Bluff,Men,2,,,,,,,,,,,,,,
,,,,,,University of Arkansas Pine Bluff,Men,,,,,,,,,,,,,,,
Total,11,20,8,,6,University of Arkansas Pine Bluff,Men,52,,,,,,,,,,,,,,
,,,,,,University of Arkansas at Little Rock,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,University of Arkansas at Little Rock,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas at Little Rock,Men,,,,,,,,,,,,,,,
Black,9,0,9,,0,University of Arkansas at Little Rock,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas at Little Rock,Men,,,,,,,,,,,,,,,
Hispanic,0,1,2,,0,University of Arkansas at Little Rock,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas at Little Rock,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of Arkansas at Little Rock,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas at Little Rock,Men,,,,,,,,,,,,,,,
N-R Alien,2,2,2,,6,University of Arkansas at Little Rock,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas at Little Rock,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,0,University of Arkansas at Little Rock,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas at Little Rock,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of Arkansas at Little Rock,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas at Little Rock,Men,,,,,,,,,,,,,,,
White,2,27,7,,3,University of Arkansas at Little Rock,Men,0,,,,,,,,,,,,,,
,,,,,,University of Arkansas at Little Rock,Men,,,,,,,,,,,,,,,
Total,13,30,20,,9,University of Arkansas at Little Rock,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Berkeley,Men,,,,,,,,,,,,,,,
Asian,0,1,0,,12,University of California Berkeley,Men,,,,,,,,,,,,0,,,
,,,,,,University of California Berkeley,Men,,,,,,,,,,,,,,,
Black,8,1,11,,4,University of California Berkeley,Men,,,,,,,,,,,,48,,,
,,,,,,University of California Berkeley,Men,,,,,,,,,,,,,,,
Hispanic,0,1,5,,7,University of California Berkeley,Men,,,,,,,,,,,,4,,,
,,,,,,University of California Berkeley,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,1,0,,0,University of California Berkeley,Men,,,,,,,,,,,,4,,,
,,,,,,University of California Berkeley,Men,,,,,,,,,,,,,,,
N-R Alien,1,0,1,,17,University of California Berkeley,Men,,,,,,,,,,,,0,,,
,,,,,,University of California Berkeley,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,0,University of California Berkeley,Men,,,,,,,,,,,,0,,,
,,,,,,University of California Berkeley,Men,,,,,,,,,,,,,,,
Unknown,0,1,2,,8,University of California Berkeley,Men,,,,,,,,,,,,3,,,
,,,,,,University of California Berkeley,Men,,,,,,,,,,,,,,,
White,4,17,13,,54,University of California Berkeley,Men,,,,,,,,,,,,22,,,
,,,,,,University of California Berkeley,Men,,,,,,,,,,,,,,,
Total,13,22,32,,102,University of California Berkeley,Men,,,,,,,,,,,,84,,,
,,,,,,University of California Davis,Men,,,,,,,,,,,,,,,
Asian,0,0,2,,0,University of California Davis,Men,,,0,,,,,,,,,,,,
,,,,,,University of California Davis,Men,,,,,,,,,,,,,,,
Black,6,1,5,,1,University of California Davis,Men,,,30,,,,,,,,,,,,
,,,,,,University of California Davis,Men,,,,,,,,,,,,,,,
Hispanic,0,2,2,,5,University of California Davis,Men,,,6,,,,,,,,,,,,
,,,,,,University of California Davis,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of California Davis,Men,,,2,,,,,,,,,,,,
,,,,,,University of California Davis,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,0,University of California Davis,Men,,,0,,,,,,,,,,,,
,,,,,,University of California Davis,Men,,,,,,,,,,,,,,,
Two or More,1,4,0,,3,University of California Davis,Men,,,9,,,,,,,,,,,,
,,,,,,University of California Davis,Men,,,,,,,,,,,,,,,
Unknown,0,2,0,,2,University of California Davis,Men,,,3,,,,,,,,,,,,
,,,,,,University of California Davis,Men,,,,,,,,,,,,,,,
White,7,17,14,,34,University of California Davis,Men,,,34,,,,,,,,,,,,
,,,,,,University of California Davis,Men,,,,,,,,,,,,,,,
Total,14,26,23,,45,University of California Davis,Men,,,85,,,,,,,,,,,,
,,,,,,University of California Irvine,Men,,,,,,,,,,,,,,,
Asian,1,0,2,,14,University of California Irvine,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Irvine,Men,,,,,,,,,,,,,,,
Black,6,0,8,,4,University of California Irvine,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Irvine,Men,,,,,,,,,,,,,,,
Hispanic,0,10,5,,9,University of California Irvine,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Irvine,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of California Irvine,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Irvine,Men,,,,,,,,,,,,,,,
N-R Alien,4,0,0,,3,University of California Irvine,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Irvine,Men,,,,,,,,,,,,,,,
Two or More,0,5,3,,9,University of California Irvine,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Irvine,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of California Irvine,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Irvine,Men,,,,,,,,,,,,,,,
White,5,21,12,,58,University of California Irvine,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Irvine,Men,,,,,,,,,,,,,,,
Total,16,36,30,,97,University of California Irvine,Men,0,,,,,,,,,,,,,,
,,,,,,University of California Los Angeles,Men,,,,,,,,,,,,,,,
Asian,0,,1,,,University of California Los Angeles,Men,2,,,6,,,0,,,,,,,,
,,,,,,University of California Los Angeles,Men,,,,,,,,,,,,,,,
Black,8,,5,,,University of California Los Angeles,Men,51,,,2,,,2,,,,,,,,
,,,,,,University of California Los Angeles,Men,,,,,,,,,,,,,,,
Hispanic,0,,3,,,University of California Los Angeles,Men,5,,,10,,,1,,,,,,,,
,,,,,,University of California Los Angeles,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,,0,,,University of California Los Angeles,Men,6,,,0,,,0,,,,,,,,
,,,,,,University of California Los Angeles,Men,,,,,,,,,,,,,,,
N-R Alien,0,,3,,,University of California Los Angeles,Men,3,,,13,,,0,,,,,,,,
,,,,,,University of California Los Angeles,Men,,,,,,,,,,,,,,,
Two or More,0,,0,,,University of California Los Angeles,Men,6,,,1,,,0,,,,,,,,
,,,,,,University of California Los Angeles,Men,,,,,,,,,,,,,,,
Unknown,0,,0,,,University of California Los Angeles,Men,1,,,2,,,0,,,,,,,,
,,,,,,University of California Los Angeles,Men,,,,,,,,,,,,,,,
White,4,,16,,,University of California Los Angeles,Men,20,,,42,,,15,,,,,,,,
,,,,,,University of California Los Angeles,Men,,,,,,,,,,,,,,,
Total,12,,28,,,University of California Los Angeles,Men,94,,,78,,,19,,,,,,,,
,,,,,,University of California Riverside,Men,,,,,,,,,,,,,,,
Asian,0,,2,,5,University of California Riverside,Men,0,,,,,,0,,,,,,,,
,,,,,,University of California Riverside,Men,,,,,,,,,,,,,,,
Black,6,,13,,4,University of California Riverside,Men,0,,,,,,1,,,,,,,,
,,,,,,University of California Riverside,Men,,,,,,,,,,,,,,,
Hispanic,1,,7,,12,University of California Riverside,Men,0,,,,,,8,,,,,,,,
,,,,,,University of California Riverside,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,,0,,0,University of California Riverside,Men,0,,,,,,0,,,,,,,,
,,,,,,University of California Riverside,Men,,,,,,,,,,,,,,,
N-R Alien,1,,0,,2,University of California Riverside,Men,0,,,,,,0,,,,,,,,
,,,,,,University of California Riverside,Men,,,,,,,,,,,,,,,
Two or More,1,,1,,1,University of California Riverside,Men,0,,,,,,2,,,,,,,,
,,,,,,University of California Riverside,Men,,,,,,,,,,,,,,,
Unknown,0,,1,,0,University of California Riverside,Men,0,,,,,,0,,,,,,,,
